title,text,rating,timestamp,item_title,category,label,images
A Masterpiece of Magical Realism,"This novel is nothing short of a literary masterpiece. The intricate storytelling and the beautifully woven magical realism create an immersive experience. The characters are richly developed, and the generational saga is both profound and enchanting. It's a complex and rewarding read that stays with you long after you’ve turned the last page.",5,03/12/2022 08:45,One Hundred Years of Solitude,Books,CG,
Cute butter dish,I recommend and would purchase again,4,21/08/2022 14:50,"First of a Kind Hand Stamped Pottery Butter Dish - Decorative Butter Tray with Lid & Handle, Durable Stoneware Butter Holder Dish - Butter Stick Holder for Kitchen Table Countertop - Multicolor",Home_and_Kitchen,OR,
Nice!,"I absolutely love these. I spend a lot of time working at home now and since no one can see below my desk in a zoom meeting, I'm one of those that wears my sweats. These are great. The fabric is lightweight enough that it's comfortable and there is enough stretch and return that I can easily sit and when I stand the fabric bounces back. An extra 5 stars for pockets that work. I also like the cuffed ankles since I'm short I find that sometimes pants are just too long. This eliminates the problem. They aren't so tight that they are leggings and they aren't sloppy - they actually look good, feel great and wear wonderfully. Oh, and they aren't see through.",5,06/04/2022 18:45,MCPORO Womens Joggers with Pockets & Drawstring-Sweatpants for Women Workout Running Yoga Lounge Pants,Clothing_Shoes_and_Jewelry,OR,
Fits great,"Very light, fast shipping",5,26/10/2022 22:05,Brooks Men's Ghost 13 Running Shoe,Clothing_Shoes_and_Jewelry,OR,
Durable and Fun,"My dog loves these squeaky plush toys, and they hold up well to rough play. Squeakers could be a bit louder.",5,27/09/2022 11:18,ZippyPaws Skinny Peltz No Stuffing Squeaky Plush Dog Toys,Pet_Supplies,CG,
Hilarious Adventure,"Packed with laughs and action, featuring lovable characters and an entertaining storyline throughout.",5,11/03/2024 10:25,Free Guy,Movies_and_TV,CG,
Wonderful cinematography,"I watch this film over and over. The cinematography is absolutely gorgeous. It won an Oscar. Some viewers may not like a black and white film, but I believe it  enhances the mysterious nature of the film. It's film noise at its finest. I'm also a big fan of Graham Greene. His stories are always very engaging. Highly recommended!",5,05/11/2022 16:50,,Movies_and_TV,OR,
this item will not work,"originally the drag link bolted to the tie rod. this unit has no way of mounting it so it will not work. looks good but if you can't use it, it's nothing more than junk, that cost me 18.99. could have bought a one that will work for same or less money. will not buy from this company ever again. returns are a pain for me because of my location so i will eat the cost and learn to do more research before buying this kind of stuff. total junk......",1,18/08/2022 03:50,ONERC Model CNC AR60 Front Steering Link for Axial Wraith RR10 Bomber SMT10 AX10 1/10th RC Crawler Upgrades Parts (Black),Toys_and_Games,OR,
Awesome,It was a Hit ! My 12 year old Grandson loved it !,5,29/12/2022 19:45,"Arizona Football Fans. Swatt Em Black T-Shirt (Sm-5X) (DryBlend Short Sleeve, Medium)",Sports_and_Outdoors,OR,
Tense and Silent,Creates tension and suspense with minimal dialogue and powerful performances. The eerie silence adds to the horror.,4,20/04/2026 09:45,A Quiet Place Part II,Movies_and_TV,CG,
Absolutely beautiful,The song In My Life by the Beatles has a lot of history with my special needs son. When I saw this book I got goosebumps. It's just perfect. The artwork is meaningful and ageless.,5,03/01/2023 22:28,In My Life,Books,OR,
Looking 4 a bigger/wider hat.,I wish I read closer b4 purchase.,2,23/07/2022 23:45,"VIPITH Head Net Hat, Safari Hat Sun Hat Bucket Hat with Net Mesh for Outdoor Fishing Hiking Gardening Men or Women",Sports_and_Outdoors,OR,
Enchanting and Magical,"Set in a magical circus, this story is enchanting and beautifully written. The characters and plot are captivating.",5,12/03/2024 11:25,The Night Circus,Kindle_Store,CG,
"Solid made, easy to use - but...","This is a solid unit and seems well made.  It comes with a small screw driver to adjust the sight and an Allen wrench.  It also has a spare o-ring.  It also came with what looks like a coin that is just large than a US quarter - but I have no idea what that is for.  The instruction manual is on a full size sheet of paper and is easy to read.  The only bad thing, which is a non-starter for me, is that the battery is on the bottom of the unit.  This means to change it you have to take the sight of the firearm which will entail readjusting it.  I would suggest you look for one that has the batter on the top or in a tray that slides out to the side.",3,06/05/2022 18:31,"Red Dot Sight, Compact Reflex Sight Optics Gun Sights for Rifle Pistol Airsoft with Weaver Picatinny Rail for Hunting, Shooting",Sports_and_Outdoors,OR,
Brilliantly Written and Haunting,"Morrison’s novel is a powerful, haunting tale of slavery and its aftermath. Her lyrical prose and deep character exploration make it a challenging but profoundly moving read. It’s a masterpiece that demands and rewards close attention.",5,28/02/2023 16:45,Beloved,Books,CG,
not for a motorola g power,"not for a motorola g power  phone (which you need for a gps screen), or probably any motorola g phone as far as my research. Not for the software nor the wire which the remote has in order to connect to the phone.",1,22/07/2022 23:31,"DJI Mini 2 – Ultralight and Foldable Drone Quadcopter, 3-Axis Gimbal with 4K Camera, 12MP Photo, 31 Mins Flight Time, OcuSync 2.0 10km HD Video Transmission, QuickShots Gray",Toys_and_Games,OR,
Cool Lighting Effects but Pricey,"Offers cool lighting effects that sync well with other iCUE-compatible devices. However, the price is quite high for what is essentially decorative lighting. Setup is straightforward, but the software can be a bit buggy. It's a fun addition to a gaming setup but not essential.",3,03/02/2023 15:25,Corsair iCUE LT100 Smart Lighting Towers,Electronics,CG,
Messy and Complicated,"The concept of refillable ink tanks is appealing, but in practice, it's messy and complicated. The print quality is inconsistent, and the printer frequently jams. The initial setup is a headache, and the software is outdated. For the price, I expected a much better experience.",2,15/11/2023 15:55,Epson EcoTank ET-2760 Printer,Electronics,CG,
Super easy to use,This is super easy to connect to the app and to use.  Love it,5,08/11/2022 02:45,"Goknu Black on Clear Label Tape Compatible with Dymo LetraTag 200B Phomemo P12, Phomemo P12 Pro Label Maker, Plastic Label Tape Replacement for Dymo Letratag 16952 12267 Refill, 12mm x 4m, 3-Pack",Electronics,OR,
Best Microphone for Podcasters,"Offering superior audio quality and versatility, this microphone is outstanding for podcasters. It can be used as both a USB and XLR microphone, providing flexibility for different setups. The build quality is excellent, and the software provides useful customization options. It's a bit pricey, but the performance justifies the cost.",5,07/09/2023 14:55,Shure MV7 Podcast Microphone,Electronics,CG,
One of the Best Trackers,We have had ours for a year now. Battery life is excellent approx 2-3 weeks. Our first one crapped out almost a year later and FitBark replaced free of charge. Their Tech support is very good.,4,25/11/2022 22:21,"FitBark 2 Dog Activity Monitor | Health & Fitness Tracker for Dogs | Waterproof, Small & Leightweight (10 g) | Not a GPS Tracker",Pet_Supplies,OR,
An excellently written historical retelling,"I've never read the original that inspired this book, so I went in blind and without expectations. I did have a vague knowledge that Dr. Moreau created monstrous creatures here they are hybrids. So they are still beings that outsiders would be frightened of but lead lives as humans at the hacienda. I enjoyed getting to know Carlota, Montgomery, and all the characters that lived at the hacienda. We meet her as a young woman in her early teens whose father, Dr. Moreau, has kept her sheltered there in their home but also educated her. She's helping prepare for the visit of Mr. Lizalde, the man who funds her father's research. He's there to see how things are coming along and to bring a  new majordomo. There is a time jump of six years and we meet Mr. Lizalde's son and nephew. They were told to not venture to the hacienda without the older man but do anyway. Montgomery does his best to send them away but Carlota intervenes. After they meet with her father, he encourages Carlota to spend time with Lizalde's son in the hopes of them starting a relationship. But also so he doesn't lose his funding. But they must keep them from seeing the hybrids. Because these visitors have no idea what really happens here.  But these aren't the only secrets the hacienda harbors and the doctor won't even answer the many questions Carlota has.",5,24/07/2022 21:40,The Daughter of Doctor Moreau,Books,OR,
Epic and Tragic,"Retelling of the Iliad from a unique perspective, this story is both epic and tragic. The writing is beautiful, and the characters are deeply complex.",5,17/03/2023 18:45,The Song of Achilles,Kindle_Store,CG,
High Protein Hamster Food,My hamster enjoys this food and seems healthy. The pieces are a good size. A bit pricey.,4,24/02/2023 04:41,Kaytee Complete High Protein Hamster Food,Pet_Supplies,CG,
Overly Complicated,"While the premise of this novel is intriguing, I found it to be overly dense and complex. The mix of historical and modern-day storylines was interesting, but the technical jargon and lengthy explanations made it a slog to get through.",3,21/09/2022 18:44,Cryptonomicon,Books,CG,
Emotional and Thought-Provoking,"Narrative of a young girl on an orphan train is emotional and thought-provoking. The story is engaging, though some parts feel rushed.",4,16/06/2025 13:50,Orphan Train,Kindle_Store,CG,
odor gone,I love this product works very well,5,05/09/2022 22:18,Rocco & Roxie Stain & Odor Eliminator for Strong Odor - Enzyme Pet Odor Eliminator for Home - Carpet Stain Remover for Cats and Dog Pee - Enzymatic Cat Urine Destroyer - Carpet Cleaner Spray,Pet_Supplies,OR,
Still have this flag up!,"Daughter graduated NIU and this flag made a cute decoration for her to come home to. She’s a waitress right now so I’m glad to see she’s using her degree, NOT!",5,16/01/2023 17:40,Northern Illinois Huskies College Graduation Gift Banner Flag,Sports_and_Outdoors,OR,
Stretchy Rain Shell,"Stretchy and breathable, keeps you dry in rain. Lightweight and packs down small, making it easy to carry. Fabric allows for good movement. However, it is quite expensive compared to other options.",3,19/10/2023 18:15,Black Diamond StormLine Stretch Rain Shell,Sports_and_Outdoors,CG,
Too wordy,He must get paid by the word!  Good story but like all of his book way to much unnecessary verbiage.,4,25/01/2023 17:26,The Outsider,Books,OR,
Fascinating and Detailed Biography,"Providing a detailed and fascinating look into the life and mind of the tech visionary, this book covers his successes and controversies, offering a balanced perspective. A great read for those interested in technology and entrepreneurship.",5,08/03/2024 11:50,Elon Musk,Kindle_Store,CG,
I love her style of writing - witty humor with characters you fall in love with!,"What a great concept for a story, one that is so much more than romance. The characters have depth, purpose, dreams, and humor. It's a story you'll laugh through, cheer for, and turn the pages to see how things will all play out. I highly recommend her books!",5,25/05/2022 23:10,The Flatshare: A Novel,Kindle_Store,OR,
"Missing parts, returned",The bolts were far too small for the holes. This item had to be returned as I was not able to assemble the item.,1,02/05/2022 20:37,Sunny Health & Fitness Hyperextension Roman Chair Ab Workouts Sit Up Gym Bench for Home,Sports_and_Outdoors,OR,
Durable and Versatile,"Offers excellent performance with its non-stick surface. The cookware heats evenly and is easy to clean. The pieces are a bit heavy, but the quality and durability make them a great investment.",5,18/03/2023 14:20,Anolon Advanced Hard-Anodized Nonstick Cookware Set,Home_and_Kitchen,CG,
Effective and Stays Put,Provides excellent support and stays in place during intense workouts.,4,06/02/2024 12:05,KT Tape Pro Synthetic Kinesiology Tape,Sports_and_Outdoors,CG,
this book is very dreadful!!!,I can’t believe how gruesome this story is. Oh it’s good when it comes from Matt Shaw. I wonder how how you get your ideas for your books. Keep it up!!!,4,16/03/2023 02:57,"Meet: He came, they ate.",Kindle_Store,OR,
Amazing Art Set,Contains everything a young artist needs. The variety of colors and tools is impressive. Keeps kids entertained for hours. Some markers dried out quicker than expected.,4,08/06/2022 06:07,Crayola Inspiration Art Case Coloring Set,Toys_and_Games,CG,
Beutiful bag,Beautiful bag for elementary schoold girls. Very nicely made with lot of room and pockets. Great color combinations and material. Looks durable and sturdy. Little girls will love it.,5,13/02/2023 06:01,"Gazigo Girls Backpack Elementary School, Bunny Backpack for girls Cute Kids Laptop Bag Kindergarten Preschool Bookbag Mochila Para 5.6.7.8.9.10 Niñas(Only Backpack Purple)",Clothing_Shoes_and_Jewelry,OR,
Excellent Performance,Reliable performance with good battery life. Perfect for home projects.,5,12/02/2024 04:46,Ryobi P1811 One+ Compact Drill/Driver Kit,Tools_and_Home_Improvement,CG,
Cute but face cutouts really too small for adults,This was purchased to use as a photo drop. It is a fairly thin material much like a trash bag so not super easy to rip but also has no weight to it to keep it from flying around where it's not taped down. The colors are vibrant and it was a fun addition to the party. The only negative is the holes to put your face in are really too small for an adult so instead of taking pics with the face 'in' the space you have to put your face up to it which takes away a bit but we still had fun with it. I think you could maybe could out the openings so they are a bit larger but I don't know if it'd be worth the effort.,4,14/02/2023 01:48,"JOYIN Cinco de Mayo Fiesta Couple Photo Door Banner for Party Supplies, Decoration, Mexican Theme Fiesta, Party or Festivals",Toys_and_Games,OR,
Fast Boiling Stove,"Boils water quickly, efficient fuel use. Compact and easy to pack. A bit noisy but gets the job done fast.",4,11/08/2023 19:00,Fast Boiling Stove,Sports_and_Outdoors,CG,
Exceptional Tool,Brushless motor provides long-lasting power. Ergonomic design makes it comfortable to use.,5,24/01/2023 11:35,Makita 18V LXT Lithium-Ion Brushless Cordless Drill Kit,Tools_and_Home_Improvement,CG,
Solo Mission,Follows a solo mission with thrilling action and character development. The story is engaging and sets up future adventures well.,4,29/05/2026 12:33,Black Widow,Movies_and_TV,CG,
Clear Vision,These goggles provide clear vision without fogging up. Comfortable fit and good protection.,5,02/12/2023 23:15,DEWALT Concealer Clear Anti-Fog Dual Mold Safety Goggle,Tools_and_Home_Improvement,CG,
Strong Performance,"Powerful and efficient. Handles tough jobs well, though the battery could last longer.",4,30/05/2022 23:49,Porter Cable PCCK607LB 20V MAX Lithium Ion Drill/Driver Kit,Tools_and_Home_Improvement,CG,
Barista Quality at Home,"Produces excellent espresso with a range of customizable settings. The design is sleek, and the milk frother is a nice addition. It's a bit pricey, but the performance and quality make it worth it.",5,15/11/2023 13:00,Nespresso Lattissima Pro Espresso Machine,Home_and_Kitchen,CG,
Perfect for Small Dogs,My small dog loves this Royal Canin dry food. It provides great nutrition and keeps him healthy. The kibble size is perfect for small breeds.,5,14/01/2023 01:59,Royal Canin Size Health Nutrition Small Adult Formula Dog Dry Food,Pet_Supplies,CG,
Fit perfectly,Fit perfectly,5,19/05/2022 21:42,"Garbage Disposal Splash Guards, 2-Pack 3 1/8"" Sink Baffle Food Waste Disposer Drain Splash Guard Collar Quiet Collar Cover EPDM Rubber Drain Plugs Insert Parts for Waste King, Whirlaway, GE Disposer",Tools_and_Home_Improvement,OR,
Incredible drama,"Talk about a roller coaster ride. In the second book of this duet we follow Matt, Tristan and Thea on a ride of ups and downs that reminded me so much of real life relationships. These three have to deal with some outrageous drama. We find out about new family connections. And watch their love for each other grow and blossom into a beautiful triad. This is an incredible ending for three amazing characters.",5,09/12/2022 04:13,Who We Love: A Decker Family Novel (Perfect Everlasting Book 2),Kindle_Store,OR,
Convenient but Not Perfect,"The Keurig K-Elite offers convenience with its single-serve brewing, making mornings easier. Its strong brew feature and iced coffee setting are appreciated. However, concerns about the environmental impact of K-Cups and occasional inconsistencies in brewing temperature slightly dampen the experience. A good choice for those prioritizing convenience.",3,22/11/2022 07:13,Keurig K-Elite Coffee Maker,Home_and_Kitchen,CG,
A Poignant Story,Hosseini's novel is a poignant and emotionally powerful story of two women in Afghanistan. His evocative writing and deep character development create a compelling narrative that highlights the resilience of the human spirit. It's a heart-wrenching and unforgettable read.,5,18/09/2023 16:50,A Thousand Splendid Suns,Books,CG,
Cute but Uncomfortable,"Ballet flats are cute and stylish, but they are very uncomfortable. The fit is too tight and they caused blisters after a short period of wear. Disappointed with the comfort level despite their attractive appearance.",2,14/09/2023 10:45,Ballet Flats,Clothing_Shoes_and_Jewelry,CG,
Insightful and Engaging,Coelho's novel is a beautifully written and philosophical tale about following one's dreams. The simple yet profound storytelling makes it an engaging and uplifting read. It's a book that inspires self-reflection and personal growth.,5,06/02/2023 14:40,The Alchemist,Books,CG,
Relatable College Life,"Relatable college experiences depicted with humor and charm. Characters are endearing, and their antics are both funny and touching.",4,15/12/2023 16:48,Hostel Daze,Movies_and_TV,CG,
Clasp Broke Quickly,"The watch had a nice design, but the clasp broke within a week of use. The watchband also started to show signs of wear very quickly. For the price, expected much better quality. Very frustrating experience.",1,22/07/2022 16:40,Men's Stainless Steel Watch,Clothing_Shoes_and_Jewelry,CG,
Mediocre and Uninspiring,A mediocre story with unremarkable characters. The plot was uninspiring and failed to hold my attention.,2,20/05/2024 10:40,Today Will Be Different,Kindle_Store,CG,
Good product,Good product! Like it a lot!,5,07/05/2022 14:24,"MOBOSI Military AirPods Case Cover Designed for AirPods 2 & 1, Full-Body Protective Vanguard Armor Series AirPod Case with Keychain for AirPods Wireless Charging Case, Black [Front LED Visible]",Electronics,OR,
Fun but Noisy,"The electric scooter is fun and easy to ride. Battery life is decent, but it's quite noisy. Assembly was straightforward.",4,19/01/2024 11:51,Razor Power Core E90 Electric Scooter,Toys_and_Games,CG,
“It matters not how it seems...,"“It matters not how it seems. All that matters is what is, and I will simply have to deal with whatever that happens to be.” ~ The Artful Dodger (Jack Dawkins) ‘Oliver Twist’, Charles Dickens Oliver and Jack, of ‘At Lodgings in Lyme’ by Jackie North, flee London, terrified of being caught and hanged. The weather is as miserable as they feel. Finally, Oliver tells Jack they are headed to Lyme Regis, where his family was from, hoping there is someone who can help them. Jack picks the pocket of a wealthy man. With this money, they get food and a roof over their head. The next day, they take a coach to Lyme Regis. Oliver has noticed that Jack isn't himself, but when he asks, Jack makes some excuse but admits he has a horrible headache. When he then throws up on the coach, Oliver realizes the seriousness of his illness. As the coach continues, Jack gets worse. When they stop for a break, they find that the coach doesn't go to Lyme Regis, but the coach driver agrees to stop at the point nearby, meaning they still have a distance to walk, in the torrential rain. By now, Jack is so sick that Oliver practically has to carry him. Oliver needs to find shelter for them, and soon! They come upon a grand house and knock on the door. The butler answers. He is wary of them but calls Mrs. Heyland, who runs the household. Jack explains their shabby appearance by saying he used to be Oliver's manservant but that Oliver has lost his fortune and can no longer pay him. She's skeptical, but Oliver works his charm on her and agrees that it's her ""Christian Duty"" not to turn them away. Jack is put to bed to recover. To pay for Jack's doctor bills, Oliver finds work gutting fish. While there, they enjoy a short respite from the trouble that always seems to follow them. When Jack's condition improves, he works with Oliver. All seems well until Jack is accused of stealing books. Unwilling to be separated, Oliver insists that he is guilty too. The authorities arrest both of them, but instead of going to jail to await trial, they take them to the Axminster workhouse. ‘At Lodging in Lyme’ is the second book in the ‘Oliver & Jack’ series. It was good to see Oliver and Jack get some peace providing them time to explore their relationship further. In other ways, it made it even harder when that peace was so cruelly taken away. Thanks, Jackie. I’m looking forward to the next book in the series. Originally reviewed at Rainbow Book Reviews.",5,28/06/2022 21:48,At Lodgings in Lyme: A Gay M/M Historical Romance (Oliver & Jack Book 2),Kindle_Store,OR,
Contains corn. Dogs love them,Our dogs eat a super quality dog food with no corn or soy. But they absolutely love these treats. It's the equivalent of junk food and that's ok. The sticks are soft and fragrant. I break them in half and my packs is delighted.,4,11/09/2022 19:09,"Pup-Peroni Original Lean Beef Flavor Dog Snacks, 10-Ounce",Pet_Supplies,OR,
Stylish Aston Martin,Detailed and fun to build. The car looks fantastic on display. Some parts are fragile and require careful handling.,4,13/03/2023 07:30,LEGO Creator Expert James Bond Aston Martin DB5,Toys_and_Games,CG,
I ordered a 12/14 got a XXXL,To big on top wore anyway cause needed it. Will never wear again,2,17/08/2022 15:47,Womens Vintage Swimsuits Push Up Tummy Control One Piece Athletic Plus Bathing Suit Womens Swimwear,Clothing_Shoes_and_Jewelry,OR,
Good product!,Good product!,5,14/05/2022 10:23,Tipton Snap Cap Polymer,Sports_and_Outdoors,OR,
Super work lunch bag,"Great sized lunch bag!  I can fit everything in it that I pack for lunch and then some. Only issue is that the interior lining is sewn in wrong and wrinkles and bunches. If you get one without the defect, it is a definite keeper!",4,07/06/2022 18:01,1Easylife Lunch Bag Insulated Lunch Box Wide-Open Lunch Tote Bag Large Drinks Holder Durable Nylon Thermal Snacks Organizer for Women Men Adults College Work Picnic Hiking Beach Fishing,Home_and_Kitchen,OR,
Love these shirts!,"I have gotten a lot of complements on these shirts and Questions about where to purchase them. I love it a ton! It’s super soft and comfortable and covers in a very flattering way. I do feel these shirts are a little expensive, but the same time worth it because they made me look good.",5,30/07/2022 16:24,RITERA Women Plus Size Tops Tie Dye Summer Shirt Leopard V Neck Short Sleeve Camo Tunic for Ladies Oversized Blouse,Clothing_Shoes_and_Jewelry,OR,
Cheaply Made,The track pieces are flimsy and don't stay together well. Cars often get stuck. Overall quality is disappointing for a Paw Patrol product.,2,24/05/2023 00:54,Paw Patrol True Metal Adventure Bay Rescue Way,Toys_and_Games,CG,
Durable and Powerful,Handles tough jobs well. Durable but a bit on the heavy side.,4,17/04/2023 14:47,DeWalt DCD777C2 20V MAX Lithium-Ion Brushless Compact Drill Driver,Tools_and_Home_Improvement,CG,
Best Value for Money,"Best value for money with excellent sound quality and durability. The bass is punchy without being overwhelming, and the mids and highs are clear. Very comfortable even for extended use. Highly recommended for both casual listeners and professionals.",5,22/01/2024 14:20,Audio-Technica ATH-M50x Headphones,Electronics,CG,
Was perfect…for 2 days,"Dog loved it, but completely destroyed it in 2 days",2,07/05/2022 03:53,KONG Wubba - Durable & Tough Dog Toy - War Dog Toy for Aggressive Chewers - Dog Tug Toy for Large Dogs - Interactive Dog Toy for Tough Chewers - Outdoor Dog Toy for Tug of War & Fetch - X-Large Dogs,Pet_Supplies,OR,
Not what I expected.,Material is thin. Pockets are shallow. Stitched in a way to allow anything in them to slide out while sitting. I washed them so will have to  keep them. They are comfortable and gave two stars for that reason. If you're outside in cold weather you'll need long johns in addition to these. They probably won't take any abuse vey well. Not what I expected.,2,15/01/2023 12:42,Wrangler Authentics Men's Fleece Lined Carpenter Pant,Clothing_Shoes_and_Jewelry,OR,
Great Fitness Tracker,"Great fitness tracker with accurate tracking and a vibrant AMOLED display. The battery life is impressive, lasting several days on a single charge. However, the interface can be a bit confusing at times, and it's quite expensive. Still, a great choice for fitness enthusiasts.",4,07/11/2023 14:10,Garmin Venu 2,Electronics,CG,
Nice set,Has all you need but the caps and jars,5,13/01/2023 20:02,"HOMKULA Canning Pot Canning Supplies - 8 Piece Canning Kit/Tools Set, Includes 20 Quart Water Bath Canner with Rack and Lid, Tongs, Jar Lifter, Collapsible Funnel, Wrench, Lid Lifter, Mixer/Measurer",Home_and_Kitchen,OR,
find length,"I love my Levi jeans, I’m 5’2 and 110 pounds and I got size 24. These jeans stretch amazingly and are so flattering. I will say one thing, when I bought the jeans I took a guess on the length, I was given 27s for the length, but again no where did it say it was 24X 27. I still like them. I just wish they were a little longer.",4,17/10/2022 21:30,Levi's Women's Ribcage Straight Ankle Jeans,Clothing_Shoes_and_Jewelry,OR,
Seems to rub a bit small,I measured and it seems to run a bit small,5,30/07/2022 13:07,Sidefeel Girls Cute Summer Short Sleeve Floral Print Sundress Summer Casual Mini Dresses 4-13 Years,Clothing_Shoes_and_Jewelry,OR,
Good,"I enjoyed this suspenseful romance about Megan and Tyler finding love through emotional healing. I willingly received, read and reviewed this ARC book.",5,10/09/2022 08:37,Hoping on Change: Clean Cowboy Romance with a Touch of Suspense (Hope Lake Book 1),Kindle_Store,OR,
Beautiful but Small Sizing,"This bracelet is lovely and looks even better than the pictures online. The gold plating has a nice shine and doesn't look cheap. However, the sizing is quite small, making it difficult to fit comfortably on an average wrist. A bit disappointing considering the quality of the bracelet itself. Would be perfect if it came in a larger size option.",3,30/08/2022 18:49,Women's Gold Plated Bracelet,Clothing_Shoes_and_Jewelry,CG,
Made well,"The shirt is cute. Heavier material than a tee. Washes up well, no shrinkage. Arm hole are a little large but it not to big. It will be a good fall shirt. All snd all good buy",4,03/09/2022 03:37,Womens Summer Flare Ruffle Short Sleeve T Shirts Round Neck Casual Tops,Clothing_Shoes_and_Jewelry,OR,
Love never ends,I do not usually like vampire stories. This was woven together so perfectly. You even love the vampire and realize you do dislike humans. Love that this love endures so much and was there again. Defiantly a story to be read by anyone.,5,28/09/2022 19:51,Her Dear and Loving Husband (The Loving Husband Trilogy Book 1),Kindle_Store,OR,
A Modern Classic,"This book offers a profound exploration of the virtues that lead to a meaningful life. Brooks' writing is thoughtful and insightful, encouraging readers to reflect on their own character and the values they prioritize. An inspiring and thought-provoking read.",5,02/12/2022 11:28,The Road to Character,Books,CG,
Frightening Crowd Density Analysis and The Fatalities That Resulted,"Informative and tragic. Videos illustrated what really was going on and which section of the venue became the most dangerous place to be and why. I was moved to tears by the survivor stories. It was heartbreaking to watch a standing crowed penned in by non-moving barriers that had a sudden large wave of people rushing into the penned sections with nowhere else to go. The documentary targeted planning errors like the fencing split (aisles for security) and the crowded quadrant where the crowd collapsed. When the event from the 2nd stage finished, concertgoers flooded over toward the main stage. There was nowhere for the crowd surrounded on 3 sides by fences to go, once the pushing surge started.",5,10/11/2022 10:30,,Movies_and_TV,OR,
Works great,Takes a bit to get use to but it’s comfortable. Shipped fast. Very pleased,5,11/01/2023 02:16,Perixx PERIPRO-801 Bluetooth 34mm Trackball Mouse with 400/1000dpi (11766),Electronics,OR,
Stylish but Rubs,"Platform sandals are stylish and look great with summer outfits. However, the straps rub against the skin and cause discomfort after a while. Would have been perfect if they were more comfortable to wear for extended periods.",3,17/10/2022 14:55,Platform Sandals,Clothing_Shoes_and_Jewelry,CG,
Could be better,"Got this for my daughter for Christmas because she loves mushrooms and needed a new nightlight. Worked for about five minutes. Still works but not very well. Motion sensing, but not very bright.",4,29/12/2022 21:03,"Rienar Sensor Led Night Light, Color Changing Plug-in LED Mushroom Dream Bed Lamp",Tools_and_Home_Improvement,OR,
Works great,Works great,5,01/03/2023 23:48,"Pawkin Cat Litter Mat, Jumbo XX-Large, 4x3 Feet, Fits Two Litter Boxes or Extra Coverage for One Box, Gray",Pet_Supplies,OR,
Perfect for Kids,"Great game for younger kids to help them learn comparisons and vocabulary. It's simple but still fun for adults to join in. Cards are durable, but the box could be sturdier.",4,03/01/2023 13:35,Mattel Games Apples to Apples Junior,Toys_and_Games,CG,
Ease,Was easy to rent and watch.  Cute story,5,19/07/2022 13:46,,Movies_and_TV,OR,
Overly Complicated,"An overly complicated plot that was hard to follow. The characters were unlikable, and the ending was unsatisfying.",2,28/05/2023 17:40,The Silkworm,Kindle_Store,CG,
Perfect (sexy) lighting,"Easy install, light weight, sleek. Perfect hallway light for me. Can be used in bathroom, closet hall, very bright white (daylight),  budget friendly, $",5,01/01/2023 21:25,"7 inch LED Ceiling Light Fixture, 12W 5000K Daylight White Flush Mount Ceiling Light, Round Ultra Thin Ceiling Lamp for Hallway, Closets, Stairwells, kitchen Sink, Utility Room",Tools_and_Home_Improvement,OR,https://m.media-amazon.com/images/I/418gGsC8vRL._SL1600_.jpg
Book review,"This was a wonderful story about friendship, a stalker, an actor, and an autoimmune disease that had impacted the life of Broadway star Rylee.  Her stalker a newspaper writer had imagined in his mind that she was his but it wasn’t true. Through the ups and downs of this story she finds true love with her childhood crush and educates the public on her autoimmune disease that affects so many people",5,01/04/2022 16:02,Dropping The Ball: A New Year’s Billionaire Romance,Kindle_Store,OR,
Creative and Cozy,Great craft project for kids. The quilt is colorful and fun to make. Tying the knots can be challenging for younger children.,4,28/12/2022 01:25,Melissa & Doug Created by Me! Flower Fleece Quilt,Toys_and_Games,CG,
Too small for flex sip lid,This only fits the regular wide mouth cap. It is too short for the flex sip lid.,4,24/12/2022 19:49,Hydro Flask Flex Strap Pack,Sports_and_Outdoors,OR,
Not Warm Enough,Doesn't provide enough warmth in cold conditions. The fit is also tighter than expected. Disappointed with this purchase.,2,21/05/2023 13:40,Patagonia Men's R1 Fleece Pullover,Sports_and_Outdoors,CG,
